"YEAR","TIPO_NIVEL","DEP_NAC","CIU_NAC","SEDE_NOMBRE_MAT","n","codigos","codsede"
2019,"Postgrado","META","SAN MARTIN","SEDE MANIZALES  ",1,"50-689","s_manizales  "
2019,"Postgrado","META","VILLAVICENCIO","SEDE BOGOTA  ",42,"50-001","s_bogota  "
2019,"Postgrado","META","VILLAVICENCIO","SEDE MANIZALES  ",25,"50-001","s_manizales  "
2019,"Postgrado","META","VILLAVICENCIO","SEDE MEDELLIN  ",2,"50-001","s_medellin  "
2019,"Postgrado","META","VISTAHERMOSA","SEDE BOGOTA  ",1,"50-711","s_bogota  "
2019,"Postgrado","META","VISTAHERMOSA","SEDE MANIZALES  ",1,"50-711","s_manizales  "
2019,"Postgrado","NA","NA","SEDE AMAZONIA  ",1,NA,"s_amazonia  "
2019,"Postgrado","NA","NA","SEDE BOGOTA  ",62,NA,"s_bogota  "
2019,"Postgrado","NA","NA","SEDE MANIZALES  ",6,NA,"s_manizales  "
2019,"Postgrado","NA","NA","SEDE MEDELLIN  ",20,NA,"s_medellin  "
2019,"Postgrado","NA","NA","SEDE PALMIRA  ",7,NA,"s_palmira  "
2019,"Postgrado","NARIÑO","ALDANA","SEDE BOGOTA  ",1,"52-022","s_bogota  "
2019,"Postgrado","NARIÑO","ANCUYA","SEDE MANIZALES  ",1,"52-036","s_manizales  "
2019,"Postgrado","NARIÑO","BARBACOAS","SEDE PALMIRA  ",1,"52-079","s_palmira  "
2019,"Postgrado","NARIÑO","BELEN","SEDE BOGOTA  ",1,"52-083","s_bogota  "
2019,"Postgrado","NARIÑO","BELEN","SEDE MEDELLIN  ",1,"52-083","s_medellin  "
2019,"Postgrado","NARIÑO","CONTADERO","SEDE PALMIRA  ",1,"52-210","s_palmira  "
2019,"Postgrado","NARIÑO","CORDOBA","SEDE BOGOTA  ",1,"52-215","s_bogota  "
2019,"Postgrado","NARIÑO","CORDOBA","SEDE MEDELLIN  ",1,"52-215","s_medellin  "
2019,"Postgrado","NARIÑO","CUMBAL","SEDE BOGOTA  ",2,"52-227","s_bogota  "
2019,"Postgrado","NARIÑO","CUMBAL","SEDE MEDELLIN  ",1,"52-227","s_medellin  "
2019,"Postgrado","NARIÑO","EL TAMBO","SEDE BOGOTA  ",1,"52-260","s_bogota  "
2019,"Postgrado","NARIÑO","EL TAMBO","SEDE MANIZALES  ",1,"52-260","s_manizales  "
2019,"Postgrado","NARIÑO","EL TAMBO","SEDE MEDELLIN  ",1,"52-260","s_medellin  "
2019,"Postgrado","NARIÑO","GUACHUCAL","SEDE BOGOTA  ",1,"52-317","s_bogota  "
2019,"Postgrado","NARIÑO","GUACHUCAL","SEDE MEDELLIN  ",2,"52-317","s_medellin  "
2019,"Postgrado","NARIÑO","GUAITARILLA","SEDE BOGOTA  ",1,"52-320","s_bogota  "
2019,"Postgrado","NARIÑO","ILES","SEDE BOGOTA  ",2,"52-352","s_bogota  "
2019,"Postgrado","NARIÑO","IPIALES","SEDE BOGOTA  ",24,"52-356","s_bogota  "
2019,"Postgrado","NARIÑO","IPIALES","SEDE MANIZALES  ",4,"52-356","s_manizales  "
2019,"Postgrado","NARIÑO","LA CRUZ","SEDE BOGOTA  ",1,"52-378","s_bogota  "
2019,"Postgrado","NARIÑO","LA CRUZ","SEDE PALMIRA  ",1,"52-378","s_palmira  "
2019,"Postgrado","NARIÑO","LA UNION","SEDE BOGOTA  ",1,"52-399","s_bogota  "
2019,"Postgrado","NARIÑO","LA UNION","SEDE MEDELLIN  ",1,"52-399","s_medellin  "
2019,"Postgrado","NARIÑO","LEIVA","SEDE MANIZALES  ",1,"52-405","s_manizales  "
2019,"Postgrado","NARIÑO","LINARES","SEDE MANIZALES  ",2,"52-411","s_manizales  "
2019,"Postgrado","NARIÑO","LOS ANDES","SEDE BOGOTA  ",1,"52-418","s_bogota  "
2019,"Postgrado","NARIÑO","LOS ANDES","SEDE PALMIRA  ",1,"52-418","s_palmira  "
2019,"Postgrado","NARIÑO","MALLAMA","SEDE BOGOTA  ",1,"52-435","s_bogota  "
2019,"Postgrado","NARIÑO","PASTO","SEDE BOGOTA  ",91,"52-001","s_bogota  "
2019,"Postgrado","NARIÑO","PASTO","SEDE MANIZALES  ",16,"52-001","s_manizales  "
2019,"Postgrado","NARIÑO","PASTO","SEDE MEDELLIN  ",18,"52-001","s_medellin  "
2019,"Postgrado","NARIÑO","PASTO","SEDE PALMIRA  ",6,"52-001","s_palmira  "
2019,"Postgrado","NARIÑO","POLICARPA","SEDE BOGOTA  ",2,"52-540","s_bogota  "
2019,"Postgrado","NARIÑO","POTOSI","SEDE MANIZALES  ",1,"52-560","s_manizales  "
2019,"Postgrado","NARIÑO","PUPIALES","SEDE BOGOTA  ",2,"52-585","s_bogota  "
2019,"Postgrado","NARIÑO","SAMANIEGO","SEDE BOGOTA  ",5,"52-678","s_bogota  "
2019,"Postgrado","NARIÑO","SANDONA","SEDE BOGOTA  ",3,"52-683","s_bogota  "
2019,"Postgrado","NARIÑO","SAPUYES","SEDE BOGOTA  ",1,"52-720","s_bogota  "
2019,"Postgrado","NARIÑO","TAMINANGO","SEDE BOGOTA  ",2,"52-786","s_bogota  "
2019,"Postgrado","NARIÑO","TUMACO","SEDE PALMIRA  ",1,"52-835","s_palmira  "
2019,"Postgrado","NARIÑO","TUQUERRES","SEDE BOGOTA  ",4,"52-838","s_bogota  "
2019,"Postgrado","NARIÑO","TUQUERRES","SEDE MANIZALES  ",2,"52-838","s_manizales  "
2019,"Postgrado","NARIÑO","TUQUERRES","SEDE MEDELLIN  ",1,"52-838","s_medellin  "
2019,"Postgrado","NORTE DE SANTANDER","ABREGO","SEDE BOGOTA  ",1,"54-003","s_bogota  "
2019,"Postgrado","NORTE DE SANTANDER","CHINACOTA","SEDE BOGOTA  ",2,"54-172","s_bogota  "
2019,"Postgrado","NORTE DE SANTANDER","CUCUTA","SEDE BOGOTA  ",17,"54-001","s_bogota  "
2019,"Postgrado","NORTE DE SANTANDER","CUCUTA","SEDE MANIZALES  ",2,"54-001","s_manizales  "
2019,"Postgrado","NORTE DE SANTANDER","CUCUTA","SEDE MEDELLIN  ",6,"54-001","s_medellin  "
2019,"Postgrado","NORTE DE SANTANDER","EL CARMEN","SEDE BOGOTA  ",1,"54-245","s_bogota  "
2019,"Postgrado","NORTE DE SANTANDER","LOS PATIOS","SEDE MEDELLIN  ",1,"54-405","s_medellin  "
2019,"Postgrado","NORTE DE SANTANDER","OCAÑA","SEDE BOGOTA  ",7,"54-498","s_bogota  "
2019,"Postgrado","NORTE DE SANTANDER","OCAÑA","SEDE MANIZALES  ",1,"54-498","s_manizales  "
2019,"Postgrado","NORTE DE SANTANDER","OCAÑA","SEDE PALMIRA  ",1,"54-498","s_palmira  "
2019,"Postgrado","NORTE DE SANTANDER","PAMPLONA","SEDE BOGOTA  ",4,"54-518","s_bogota  "
2019,"Postgrado","NORTE DE SANTANDER","PAMPLONA","SEDE PALMIRA  ",1,"54-518","s_palmira  "
2019,"Postgrado","NORTE DE SANTANDER","SALAZAR","SEDE MEDELLIN  ",1,"54-660","s_medellin  "
2019,"Postgrado","NORTE DE SANTANDER","SARDINATA","SEDE BOGOTA  ",1,"54-720","s_bogota  "
2019,"Postgrado","NORTE DE SANTANDER","TIBU","SEDE MANIZALES  ",1,"54-810","s_manizales  "
2019,"Postgrado","NORTE DE SANTANDER","TOLEDO","SEDE MANIZALES  ",1,"54-820","s_manizales  "
2019,"Postgrado","PUTUMAYO","COLON","SEDE BOGOTA  ",2,"86-219","s_bogota  "
2019,"Postgrado","PUTUMAYO","MOCOA","SEDE BOGOTA  ",4,"86-001","s_bogota  "
2019,"Postgrado","PUTUMAYO","ORITO","SEDE BOGOTA  ",1,"86-320","s_bogota  "
2019,"Postgrado","PUTUMAYO","ORITO","SEDE MANIZALES  ",1,"86-320","s_manizales  "
2019,"Postgrado","PUTUMAYO","PUERTO ASIS","SEDE BOGOTA  ",2,"86-568","s_bogota  "
2019,"Postgrado","PUTUMAYO","PUERTO ASIS","SEDE MEDELLIN  ",1,"86-568","s_medellin  "
2019,"Postgrado","PUTUMAYO","PUERTO CAICEDO","SEDE BOGOTA  ",3,"86-569","s_bogota  "
2019,"Postgrado","PUTUMAYO","SAN FRANCISCO","SEDE BOGOTA  ",1,"86-755","s_bogota  "
2019,"Postgrado","PUTUMAYO","SIBUNDOY","SEDE BOGOTA  ",1,"86-749","s_bogota  "
2019,"Postgrado","PUTUMAYO","SIBUNDOY","SEDE MANIZALES  ",1,"86-749","s_manizales  "
2019,"Postgrado","PUTUMAYO","VALLE DEL GUAMUEZ","SEDE BOGOTA  ",3,"86-865","s_bogota  "
2019,"Postgrado","PUTUMAYO","VALLE DEL GUAMUEZ","SEDE MEDELLIN  ",1,"86-865","s_medellin  "
2019,"Postgrado","QUINDIO","ARMENIA","SEDE BOGOTA  ",7,"63-001","s_bogota  "
2019,"Postgrado","QUINDIO","ARMENIA","SEDE MANIZALES  ",14,"63-001","s_manizales  "
2019,"Postgrado","QUINDIO","ARMENIA","SEDE MEDELLIN  ",6,"63-001","s_medellin  "
2019,"Postgrado","QUINDIO","ARMENIA","SEDE PALMIRA  ",1,"63-001","s_palmira  "
2019,"Postgrado","QUINDIO","CALARCA","SEDE BOGOTA  ",3,"63-130","s_bogota  "
2019,"Postgrado","QUINDIO","CALARCA","SEDE MEDELLIN  ",1,"63-130","s_medellin  "
2019,"Postgrado","QUINDIO","CIRCASIA","SEDE MANIZALES  ",1,"63-190","s_manizales  "
2019,"Postgrado","QUINDIO","LA TEBAIDA","SEDE MANIZALES  ",1,"63-401","s_manizales  "
2019,"Postgrado","QUINDIO","QUIMBAYA","SEDE BOGOTA  ",1,"63-594","s_bogota  "
2019,"Postgrado","RISARALDA","APIA","SEDE MEDELLIN  ",1,"66-045","s_medellin  "
2019,"Postgrado","RISARALDA","GUATICA","SEDE MANIZALES  ",1,"66-318","s_manizales  "
2019,"Postgrado","RISARALDA","LA VIRGINIA","SEDE MANIZALES  ",1,"66-400","s_manizales  "
2019,"Postgrado","RISARALDA","MARSELLA","SEDE MANIZALES  ",1,"66-440","s_manizales  "
2019,"Postgrado","RISARALDA","PEREIRA","SEDE BOGOTA  ",9,"66-001","s_bogota  "
2019,"Postgrado","RISARALDA","PEREIRA","SEDE MANIZALES  ",13,"66-001","s_manizales  "
2019,"Postgrado","RISARALDA","PEREIRA","SEDE MEDELLIN  ",4,"66-001","s_medellin  "
2019,"Postgrado","RISARALDA","SANTA ROSA DE CABAL","SEDE BOGOTA  ",2,"66-682","s_bogota  "
2019,"Postgrado","RISARALDA","SANTA ROSA DE CABAL","SEDE MANIZALES  ",1,"66-682","s_manizales  "
2019,"Postgrado","RISARALDA","SANTA ROSA DE CABAL","SEDE MEDELLIN  ",1,"66-682","s_medellin  "
2019,"Postgrado","RISARALDA","SANTUARIO","SEDE MEDELLIN  ",1,"66-687","s_medellin  "
2019,"Postgrado","SANTANDER","BARBOSA","SEDE BOGOTA  ",2,"68-077","s_bogota  "
2019,"Postgrado","SANTANDER","BARICHARA","SEDE BOGOTA  ",1,"68-079","s_bogota  "
2019,"Postgrado","SANTANDER","BARRANCABERMEJA","SEDE BOGOTA  ",17,"68-081","s_bogota  "
2019,"Postgrado","SANTANDER","BARRANCABERMEJA","SEDE MEDELLIN  ",1,"68-081","s_medellin  "
2019,"Postgrado","SANTANDER","BETULIA","SEDE MANIZALES  ",1,"68-092","s_manizales  "
2019,"Postgrado","SANTANDER","BUCARAMANGA","SEDE BOGOTA  ",88,"68-001","s_bogota  "
2019,"Postgrado","SANTANDER","BUCARAMANGA","SEDE MANIZALES  ",5,"68-001","s_manizales  "
2019,"Postgrado","SANTANDER","BUCARAMANGA","SEDE MEDELLIN  ",7,"68-001","s_medellin  "
2019,"Postgrado","SANTANDER","CIMITARRA","SEDE MEDELLIN  ",1,"68-190","s_medellin  "
2019,"Postgrado","SANTANDER","CONCEPCION","SEDE BOGOTA  ",1,"68-207","s_bogota  "
2019,"Postgrado","SANTANDER","CURITI","SEDE BOGOTA  ",1,"68-229","s_bogota  "
2019,"Postgrado","SANTANDER","FLORIAN","SEDE BOGOTA  ",1,"68-271","s_bogota  "
2019,"Postgrado","SANTANDER","FLORIDABLANCA","SEDE BOGOTA  ",1,"68-276","s_bogota  "
2019,"Postgrado","SANTANDER","FLORIDABLANCA","SEDE MEDELLIN  ",1,"68-276","s_medellin  "
2019,"Postgrado","SANTANDER","GIRON","SEDE BOGOTA  ",1,"68-307","s_bogota  "
2019,"Postgrado","SANTANDER","GUEPSA","SEDE BOGOTA  ",2,"68-327","s_bogota  "
2019,"Postgrado","SANTANDER","MACARAVITA","SEDE BOGOTA  ",1,"68-425","s_bogota  "
2019,"Postgrado","SANTANDER","MALAGA","SEDE BOGOTA  ",4,"68-432","s_bogota  "
2019,"Postgrado","SANTANDER","MOGOTES","SEDE BOGOTA  ",1,"68-464","s_bogota  "
2019,"Postgrado","SANTANDER","MOLAGAVITA","SEDE BOGOTA  ",1,"68-468","s_bogota  "
2019,"Postgrado","SANTANDER","PUENTE NACIONAL","SEDE BOGOTA  ",1,"68-572","s_bogota  "
2019,"Postgrado","SANTANDER","PUERTO WILCHES","SEDE BOGOTA  ",1,"68-575","s_bogota  "
2019,"Postgrado","SANTANDER","SAN BENITO","SEDE BOGOTA  ",1,"68-673","s_bogota  "
2019,"Postgrado","SANTANDER","SAN GIL","SEDE BOGOTA  ",6,"68-679","s_bogota  "
2019,"Postgrado","SANTANDER","SAN GIL","SEDE MANIZALES  ",1,"68-679","s_manizales  "
2019,"Postgrado","SANTANDER","SAN GIL","SEDE MEDELLIN  ",1,"68-679","s_medellin  "
2019,"Postgrado","SANTANDER","SAN VICENTE DE CHUCURI","SEDE BOGOTA  ",2,"68-689","s_bogota  "
2019,"Postgrado","SANTANDER","SOCORRO","SEDE BOGOTA  ",5,"68-755","s_bogota  "
2019,"Postgrado","SANTANDER","SUAITA","SEDE BOGOTA  ",1,"68-770","s_bogota  "
2019,"Postgrado","SANTANDER","SUCRE","SEDE BOGOTA  ",1,"68-773","s_bogota  "
2019,"Postgrado","SANTANDER","VELEZ","SEDE BOGOTA  ",4,"68-861","s_bogota  "
2019,"Postgrado","SUCRE","CAIMITO","SEDE BOGOTA  ",1,"70-124","s_bogota  "
2019,"Postgrado","SUCRE","COROZAL","SEDE BOGOTA  ",2,"70-215","s_bogota  "
2019,"Postgrado","SUCRE","COROZAL","SEDE MEDELLIN  ",3,"70-215","s_medellin  "
2019,"Postgrado","SUCRE","LA UNION","SEDE BOGOTA  ",1,"70-400","s_bogota  "
2019,"Postgrado","SUCRE","LOS PALMITOS","SEDE BOGOTA  ",1,"70-418","s_bogota  "
2019,"Postgrado","SUCRE","SAN ONOFRE","SEDE BOGOTA  ",1,"70-713","s_bogota  "
2019,"Postgrado","SUCRE","SINCELEJO","SEDE BOGOTA  ",4,"70-001","s_bogota  "
2019,"Postgrado","SUCRE","SINCELEJO","SEDE MEDELLIN  ",8,"70-001","s_medellin  "
2019,"Postgrado","SUCRE","SUCRE","SEDE BOGOTA  ",1,"70-771","s_bogota  "
2019,"Postgrado","TOLIMA","ALPUJARRA","SEDE BOGOTA  ",1,"73-024","s_bogota  "
2019,"Postgrado","TOLIMA","ANZOATEGUI","SEDE MEDELLIN  ",1,"73-043","s_medellin  "
2019,"Postgrado","TOLIMA","ARMERO","SEDE BOGOTA  ",1,"73-055","s_bogota  "
2019,"Postgrado","TOLIMA","ATACO","SEDE BOGOTA  ",1,"73-067","s_bogota  "
2019,"Postgrado","TOLIMA","CHAPARRAL","SEDE PALMIRA  ",1,"73-168","s_palmira  "
2019,"Postgrado","TOLIMA","COYAIMA","SEDE BOGOTA  ",1,"73-217","s_bogota  "
2019,"Postgrado","TOLIMA","DOLORES","SEDE BOGOTA  ",1,"73-236","s_bogota  "
2019,"Postgrado","TOLIMA","ESPINAL","SEDE BOGOTA  ",2,"73-268","s_bogota  "
2019,"Postgrado","TOLIMA","ESPINAL","SEDE MEDELLIN  ",1,"73-268","s_medellin  "
2019,"Postgrado","TOLIMA","FRESNO","SEDE BOGOTA  ",1,"73-283","s_bogota  "
2019,"Postgrado","TOLIMA","FRESNO","SEDE MANIZALES  ",1,"73-283","s_manizales  "
2019,"Postgrado","TOLIMA","GUAMO","SEDE BOGOTA  ",1,"73-319","s_bogota  "
2019,"Postgrado","TOLIMA","HERVEO","SEDE MANIZALES  ",1,"73-347","s_manizales  "
2019,"Postgrado","TOLIMA","HERVEO","SEDE MEDELLIN  ",1,"73-347","s_medellin  "
2019,"Postgrado","TOLIMA","HONDA","SEDE BOGOTA  ",1,"73-349","s_bogota  "
2019,"Postgrado","TOLIMA","HONDA","SEDE MEDELLIN  ",1,"73-349","s_medellin  "
2019,"Postgrado","TOLIMA","IBAGUE","SEDE AMAZONIA  ",1,"73-001","s_amazonia  "
2019,"Postgrado","TOLIMA","IBAGUE","SEDE BOGOTA  ",28,"73-001","s_bogota  "
2019,"Postgrado","TOLIMA","IBAGUE","SEDE MANIZALES  ",11,"73-001","s_manizales  "
2019,"Postgrado","TOLIMA","IBAGUE","SEDE MEDELLIN  ",9,"73-001","s_medellin  "
2019,"Postgrado","TOLIMA","IBAGUE","SEDE PALMIRA  ",3,"73-001","s_palmira  "
2019,"Postgrado","TOLIMA","LERIDA","SEDE BOGOTA  ",1,"73-408","s_bogota  "
2019,"Postgrado","TOLIMA","LIBANO","SEDE BOGOTA  ",2,"73-411","s_bogota  "
2019,"Postgrado","TOLIMA","LIBANO","SEDE MANIZALES  ",1,"73-411","s_manizales  "
2019,"Postgrado","TOLIMA","MARIQUITA","SEDE BOGOTA  ",1,"73-443","s_bogota  "
2019,"Postgrado","TOLIMA","MELGAR","SEDE BOGOTA  ",1,"73-449","s_bogota  "
2019,"Postgrado","TOLIMA","PIEDRAS","SEDE BOGOTA  ",1,"73-547","s_bogota  "
2019,"Postgrado","TOLIMA","RONCESVALLES","SEDE BOGOTA  ",1,"73-622","s_bogota  "
2019,"Postgrado","TOLIMA","SALDAÑA","SEDE BOGOTA  ",1,"73-671","s_bogota  "
2019,"Postgrado","TOLIMA","SAN LUIS","SEDE MANIZALES  ",1,"73-678","s_manizales  "
2019,"Postgrado","TOLIMA","SANTA ISABEL","SEDE MANIZALES  ",1,"73-686","s_manizales  "
2019,"Postgrado","VALLE DEL CAUCA","ANDALUCIA","SEDE BOGOTA  ",1,"76-036","s_bogota  "
2019,"Postgrado","VALLE DEL CAUCA","BUENAVENTURA","SEDE MEDELLIN  ",1,"76-109","s_medellin  "
2019,"Postgrado","VALLE DEL CAUCA","BUGA","SEDE BOGOTA  ",4,"76-111","s_bogota  "
2019,"Postgrado","VALLE DEL CAUCA","BUGA","SEDE PALMIRA  ",4,"76-111","s_palmira  "
2019,"Postgrado","VALLE DEL CAUCA","BUGALAGRANDE","SEDE MEDELLIN  ",1,"76-113","s_medellin  "
2019,"Postgrado","VALLE DEL CAUCA","CAICEDONIA","SEDE MEDELLIN  ",1,"76-122","s_medellin  "
2019,"Postgrado","VALLE DEL CAUCA","CAICEDONIA","SEDE PALMIRA  ",1,"76-122","s_palmira  "
2019,"Postgrado","VALLE DEL CAUCA","CALI","SEDE BOGOTA  ",36,"76-001","s_bogota  "
2019,"Postgrado","VALLE DEL CAUCA","CALI","SEDE MANIZALES  ",10,"76-001","s_manizales  "
2019,"Postgrado","VALLE DEL CAUCA","CALI","SEDE MEDELLIN  ",5,"76-001","s_medellin  "
2019,"Postgrado","VALLE DEL CAUCA","CALI","SEDE PALMIRA  ",24,"76-001","s_palmira  "
2019,"Postgrado","VALLE DEL CAUCA","CANDELARIA","SEDE BOGOTA  ",1,"76-130","s_bogota  "
2019,"Postgrado","VALLE DEL CAUCA","CARTAGO","SEDE MANIZALES  ",2,"76-147","s_manizales  "
2019,"Postgrado","VALLE DEL CAUCA","CARTAGO","SEDE MEDELLIN  ",1,"76-147","s_medellin  "
2019,"Postgrado","VALLE DEL CAUCA","CARTAGO","SEDE PALMIRA  ",1,"76-147","s_palmira  "
2019,"Postgrado","VALLE DEL CAUCA","EL CAIRO","SEDE MANIZALES  ",1,"76-246","s_manizales  "
2019,"Postgrado","VALLE DEL CAUCA","EL CERRITO","SEDE PALMIRA  ",1,"76-248","s_palmira  "
2019,"Postgrado","VALLE DEL CAUCA","FLORIDA","SEDE BOGOTA  ",1,"76-275","s_bogota  "
2019,"Postgrado","VALLE DEL CAUCA","FLORIDA","SEDE MANIZALES  ",1,"76-275","s_manizales  "
2019,"Postgrado","VALLE DEL CAUCA","FLORIDA","SEDE PALMIRA  ",3,"76-275","s_palmira  "
2019,"Postgrado","VALLE DEL CAUCA","JAMUNDI","SEDE MEDELLIN  ",1,"76-364","s_medellin  "
2019,"Postgrado","VALLE DEL CAUCA","LA VICTORIA","SEDE BOGOTA  ",1,"76-403","s_bogota  "
2019,"Postgrado","VALLE DEL CAUCA","PALMIRA","SEDE BOGOTA  ",6,"76-520","s_bogota  "
2019,"Postgrado","VALLE DEL CAUCA","PALMIRA","SEDE MANIZALES  ",4,"76-520","s_manizales  "
2019,"Postgrado","VALLE DEL CAUCA","PALMIRA","SEDE MEDELLIN  ",4,"76-520","s_medellin  "
2019,"Postgrado","VALLE DEL CAUCA","PALMIRA","SEDE PALMIRA  ",36,"76-520","s_palmira  "
2019,"Postgrado","VALLE DEL CAUCA","PRADERA","SEDE PALMIRA  ",1,"76-563","s_palmira  "
2019,"Postgrado","VALLE DEL CAUCA","RESTREPO","SEDE PALMIRA  ",2,"76-606","s_palmira  "
2019,"Postgrado","VALLE DEL CAUCA","ROLDANILLO","SEDE BOGOTA  ",2,"76-622","s_bogota  "
2019,"Postgrado","VALLE DEL CAUCA","ROLDANILLO","SEDE MANIZALES  ",1,"76-622","s_manizales  "
2019,"Postgrado","VALLE DEL CAUCA","ROLDANILLO","SEDE MEDELLIN  ",1,"76-622","s_medellin  "
2019,"Postgrado","VALLE DEL CAUCA","SEVILLA","SEDE BOGOTA  ",2,"76-736","s_bogota  "
2019,"Postgrado","VALLE DEL CAUCA","TORO","SEDE MANIZALES  ",1,"76-823","s_manizales  "
2019,"Postgrado","VALLE DEL CAUCA","TULUA","SEDE BOGOTA  ",3,"76-834","s_bogota  "
2019,"Postgrado","VALLE DEL CAUCA","TULUA","SEDE MANIZALES  ",4,"76-834","s_manizales  "
2019,"Postgrado","VALLE DEL CAUCA","TULUA","SEDE MEDELLIN  ",2,"76-834","s_medellin  "
2019,"Postgrado","VALLE DEL CAUCA","TULUA","SEDE PALMIRA  ",1,"76-834","s_palmira  "
2019,"Postgrado","VALLE DEL CAUCA","ZARZAL","SEDE BOGOTA  ",1,"76-895","s_bogota  "
2019,"Postgrado","VALLE DEL CAUCA","ZARZAL","SEDE MANIZALES  ",1,"76-895","s_manizales  "
2019,"Postgrado","VALLE DEL CAUCA","ZARZAL","SEDE PALMIRA  ",1,"76-895","s_palmira  "
2019,"Pregrado","AMAZONAS","LA PEDRERA","SEDE BOGOTA  ",1,"91-407","s_bogota  "
2019,"Pregrado","AMAZONAS","LA PEDRERA","SEDE MEDELLIN  ",1,"91-407","s_medellin  "
2019,"Pregrado","AMAZONAS","LETICIA","SEDE BOGOTA  ",11,"91-001","s_bogota  "
2019,"Pregrado","AMAZONAS","LETICIA","SEDE MEDELLIN  ",1,"91-001","s_medellin  "
2019,"Pregrado","AMAZONAS","LETICIA","SEDE PALMIRA  ",2,"91-001","s_palmira  "
2019,"Pregrado","AMAZONAS","PUERTO SANTANDER","SEDE BOGOTA  ",2,"91-669","s_bogota  "
2019,"Pregrado","ANTIOQUIA","ABEJORRAL","SEDE BOGOTA  ",1,"05-002","s_bogota  "
2019,"Pregrado","ANTIOQUIA","ABRIAQUI","SEDE MEDELLIN  ",2,"05-004","s_medellin  "
2019,"Pregrado","ANTIOQUIA","ALEJANDRIA","SEDE MEDELLIN  ",1,"05-021","s_medellin  "
2019,"Pregrado","ANTIOQUIA","AMAGA","SEDE MEDELLIN  ",3,"05-030","s_medellin  "
2019,"Pregrado","ANTIOQUIA","ANDES","SEDE MEDELLIN  ",4,"05-034","s_medellin  "
2019,"Pregrado","ANTIOQUIA","ANDES","SEDE PALMIRA  ",1,"05-034","s_palmira  "
2019,"Pregrado","ANTIOQUIA","APARTADO","SEDE BOGOTA  ",1,"05-045","s_bogota  "
2019,"Pregrado","ANTIOQUIA","APARTADO","SEDE MANIZALES  ",1,"05-045","s_manizales  "
2019,"Pregrado","ANTIOQUIA","APARTADO","SEDE MEDELLIN  ",4,"05-045","s_medellin  "
2019,"Pregrado","ANTIOQUIA","ARBOLETES","SEDE MEDELLIN  ",2,"05-051","s_medellin  "
2019,"Pregrado","ANTIOQUIA","BARBOSA","SEDE MEDELLIN  ",4,"05-079","s_medellin  "
2019,"Pregrado","ANTIOQUIA","BELLO","SEDE BOGOTA  ",1,"05-088","s_bogota  "
2019,"Pregrado","ANTIOQUIA","BELLO","SEDE MEDELLIN  ",50,"05-088","s_medellin  "
2019,"Pregrado","ANTIOQUIA","CACERES","SEDE MEDELLIN  ",1,"05-120","s_medellin  "
2019,"Pregrado","ANTIOQUIA","CALDAS","SEDE MEDELLIN  ",11,"05-129","s_medellin  "
2019,"Pregrado","ANTIOQUIA","CAÑASGORDAS","SEDE MEDELLIN  ",2,"05-138","s_medellin  "
2019,"Pregrado","ANTIOQUIA","CARACOLI","SEDE MEDELLIN  ",1,"05-142","s_medellin  "
2019,"Pregrado","ANTIOQUIA","CARAMANTA","SEDE MEDELLIN  ",1,"05-145","s_medellin  "
2019,"Pregrado","ANTIOQUIA","CAREPA","SEDE BOGOTA  ",1,"05-147","s_bogota  "
2019,"Pregrado","ANTIOQUIA","CAREPA","SEDE MEDELLIN  ",1,"05-147","s_medellin  "
2019,"Pregrado","ANTIOQUIA","CAUCASIA","SEDE MEDELLIN  ",9,"05-154","s_medellin  "
2019,"Pregrado","ANTIOQUIA","CISNEROS","SEDE MEDELLIN  ",2,"05-190","s_medellin  "
2019,"Pregrado","ANTIOQUIA","CIUDAD BOLIVAR","SEDE MEDELLIN  ",1,"05-101","s_medellin  "
2019,"Pregrado","ANTIOQUIA","COCORNA","SEDE MEDELLIN  ",1,"05-197","s_medellin  "
2019,"Pregrado","ANTIOQUIA","CONCORDIA","SEDE MEDELLIN  ",1,"05-209","s_medellin  "
2019,"Pregrado","ANTIOQUIA","COPACABANA","SEDE MEDELLIN  ",2,"05-212","s_medellin  "
2019,"Pregrado","ANTIOQUIA","DONMATIAS","SEDE MEDELLIN  ",1,"05-237","s_medellin  "
2019,"Pregrado","ANTIOQUIA","EBEJICO","SEDE MEDELLIN  ",1,"05-240","s_medellin  "
2019,"Pregrado","ANTIOQUIA","EL BAGRE","SEDE MEDELLIN  ",3,"05-250","s_medellin  "
2019,"Pregrado","ANTIOQUIA","EL CARMEN DE VIBORAL","SEDE MEDELLIN  ",4,"05-148","s_medellin  "
2019,"Pregrado","ANTIOQUIA","ENTRERRIOS","SEDE MEDELLIN  ",2,"05-264","s_medellin  "
2019,"Pregrado","ANTIOQUIA","ENVIGADO","SEDE MEDELLIN  ",27,"05-266","s_medellin  "
2019,"Pregrado","ANTIOQUIA","FRONTINO","SEDE MEDELLIN  ",1,"05-284","s_medellin  "
2019,"Pregrado","ANTIOQUIA","GIRARDOTA","SEDE MEDELLIN  ",1,"05-308","s_medellin  "
2019,"Pregrado","ANTIOQUIA","GOMEZ PLATA","SEDE MEDELLIN  ",1,"05-310","s_medellin  "
2019,"Pregrado","ANTIOQUIA","GRANADA","SEDE BOGOTA  ",1,"05-313","s_bogota  "
2019,"Pregrado","ANTIOQUIA","GRANADA","SEDE MEDELLIN  ",1,"05-313","s_medellin  "
